Bird Species
Bar-bellied Pitta
Malaita Owl
Chestnut-crowned Gnateater
Eskimo Curlew
Fire-tailed Sunbird
Russet-backed Oropendola
White-winged Tanager
Crested Ibis
Checker-throated Stipplethroat
Kadavu Fantail
White-breasted Parrotbill
Indian Nightjar
Blood Pheasant
Musician Wren
Pheasant-tailed Jacana
Regent Whistler
Moustached Antpitta
Scarlet-and-white Tanager
Brown-hooded Kingfisher
Andean Coot
El Oro Parakeet
Archer's Lark
Greater Thornbird
Grey Shrikethrush
Brandt's Cormorant
Karthala White-eye
Grey-naped Antpitta
House Finch
Laysan Rail
Ruby-throated Myzomela
Pinsker's Hawk-Eagle
Capuchinbird
Honduran Emerald
Ashy Tit
Brown Emutail
Beautiful Nuthatch
Mongolian Finch
Rufous-sided Gerygone
Spotted Catbird
Grey Laughingthrush
Henna-hooded Foliage-gleaner
Lesser Masked Weaver
Black-crowned Tchagra
Red Myzomela
Spotted Honeyguide
European Shag
Yellow-chinned Sunbird
Yellow-crested Helmetshrike
Amsterdam Wigeon
Marbled Frogmouth
Western Square-tailed Drongo
Maroon-backed Whistler
Hermit Wood Wren
Grey-winged Trumpeter
Morelet's Seedeater
Scalloped Antbird
Warbling White-eye
Santa Marta Woodstar
Sabine's Puffback
Sun Lark
Pale-footed Swallow
Black-crested Tit-Tyrant
Grey Tit-Flycatcher
Azores Bullfinch
Pale-bellied White-eye
Chinese Thrush
Mountain Thrush
Cream-backed Woodpecker
Azuero Dove
Black-throated Hermit
Violet-breasted Sunbird
Eastern Chanting Goshawk
Lyre-tailed Honeyguide
Nicobar Scops Owl
Grey Apalis
Palau Nightjar
White-plumed Honeyeater
Three-banded Warbler
Pander's Ground Jay
White-backed Vulture
Rufous-sided Crake
Lowland Tiny Greenbul
Cuban Bullfinch
Fulvous-crested Tanager
Black-throated Loon
Emerald Toucanet
Rustic Bunting
Black-chested Sparrow
Short-billed Minivet
Olive Woodpecker
Blue-bellied Parrot
Golden-winged Cacique
Taiwan Barbet
Red-necked Avocet
Rufous-winged Cisticola
Jerdon's Baza
Grey-and-white Tyrannulet
Yellow-rumped Tinkerbird
Swallow-winged Puffbird
Australasian Bittern
Southern Antpipit
Rufous-capped Babbler
Smoky-brown Woodpecker
Pallid Spinetail
Squamate Antbird
Black-throated Parrotbill
Tawny-crowned Greenlet
Rose Robin
Elegant Quail
Rufous-bellied Chachalaca
Grey Sunbird
Yellow-winged Vireo
Palau Ground Dove
Vegetarian Finch
Ruddy Treerunner
Jungle Owlet
Volcano Junco
Black-faced Grassquit
Double-spurred Spurfowl
Vervain Hummingbird
Assam Laughingthrush
Chestnut-breasted Wren
Evening Grosbeak
African Pied Wagtail
Black-and-white Monjita
Bannerman's Turaco
Southern Masked Weaver
Razor-billed Curassow
Eastern Phoebe
Thick-billed Spiderhunter
Western Rock Nuthatch
Chattering Cisticola
Beautiful Jay
Green Broadbill
Indian Spot-billed Duck
Spot-breasted Parrotbill
White-faced Cuckoo-Dove
West Peruvian Screech Owl
Rennell White-eye
Scarlet Tanager
Wrenthrush
Grey-rumped Treeswift
Palawan Frogmouth
Andean Motmot
Yellow Thornbill
Cabanis's Seedeater
Black-bellied Sunbird
Double-barred Finch
Speckled Tanager
Piapiac
African Scops Owl
Lesson's Motmot
Grey-backed Thrush
Scaly-crowned Honeyeater
Bold-striped Tit-Babbler
Siamese Pied Myna
Mindoro Bulbul
Himalayan Woodpecker
White-eared Monarch
Antillean Crested Hummingbird
Pale-winged Trumpeter
Heuglin's Masked Weaver
Madagascar Hoopoe
Pacific Swift
Grey Peacock-Pheasant
Temotu Whistler
Regent Parrot
Athi Short-toed Lark
Blue-naped Mousebird
Little Yellow Flycatcher
Chiming Wedgebill
Maguari Stork
Ryukyu Minivet
Yellow-crowned Night Heron
Rainbow Lorikeet
Zeledon's Antbird
Burnt-necked Eremomela
Grey-eared Brushfinch
Newell's Shearwater
Peruvian Martin
Gorgeous Bushshrike
Red-footed Falcon
Rusty-capped Kingfisher
Cordilleran Canastero
Rusty-backed Monjita
Canivet's Emerald
Thamnornis
Tacazze Sunbird
Red-ruffed Fruitcrow
Golden-chested Tanager
Black-chinned Babbler
Obi Paradise-crow
Ivory-backed Woodswallow
Blue Petrel
White-throated Bulbul
Cape Wagtail
Himalayan Black-lored Tit
Greater Yellow-headed Vulture
Black-capped Vireo
African Stonechat
Red-billed Chough
Thyolo Alethe
Polynesian Starling
Blue-capped Redstart
Western Meadowlark
Juniper Titmouse
Flores Hawk-Eagle
Olive-bellied Sunbird
Lufira Masked Weaver
Black Scimitarbill
Geelvink Fruit Dove
Broad-tailed Paradise Whydah
Lanceolated Monklet
Mosque Swallow
Tablas Fantail
Spot-winged Parrotlet
Green-tailed Towhee
Emei Shan Liocichla
Sulphury Flycatcher
Blackstart
Sad Flycatcher
Buff-breasted Paradise Kingfisher
Green Honeycreeper
Madagascar Harrier-Hawk
Zapata Wren
Rust-and-yellow Tanager
Cachar Bulbul
Rufous-tailed Flatbill
Rusty Whistler
Black-faced Pitta
Plain Gerygone
Goliath Coucal
Damara Tern
Amur Falcon
Makira Fantail
Olive Flyrobin
Imperial Amazon
Western Banded Snake Eagle
Wedge-billed Woodcreeper
Balearic Shearwater
Andaman Cuckooshrike
Vinous-breasted Sparrowhawk
White-throated Sparrow
Rufous-tailed Hummingbird
Thick-billed Longspur
Mediterranean Gull
Canary Islands Chiffchaff
Pacific Imperial Pigeon
Black-throated Shrikebill
Salinas Monjita
Tawny-shouldered Blackbird
Red-and-blue Lory
Taiga Bean Goose
Fluffy-backed Tit-Babbler
White-faced Nunbird
Raja Ampat Pitohui
Guadalcanal White-eye
Zimmer's Woodcreeper
Stone Partridge
Atoll Fruit Dove
Light-mantled Albatross
Anjouan Scops Owl
Rusty-necked Piculet
Taliabu Myzomela
Green-eared Barbet
Great-billed Heron
Nuthatch Vanga
Masked Fruiteater
Half-collared Kingfisher
Vieillot's Barbet
Fasciated Antshrike
Boat-billed Heron
Club-winged Manakin
Green-throated Mango
Knysna Woodpecker
Western Red-billed Hornbill
Chestnut-flanked White-eye
Black-billed Thrush
Sooty Barbet
Short-tailed Babbler
Blue Jewel-babbler
Yellow-green Brushfinch
Barrow's Goldeneye
Semipalmated Sandpiper
Salvin's Prion
Green-striped Brushfinch
Ryukyu Green Pigeon
Black Laughingthrush
Ochre-browed Thistletail
Desertas Petrel
Turati's Boubou
Solitary Snipe
Vermiculated Fishing Owl
Greater Flameback
Blue-headed Sapphire
Fujian Niltava
Legge's Flowerpecker
Pavonine Cuckoo
Grey-headed Honeyeater
Togian Boobook
White-capped Bunting
Hardhead
Brown-breasted Bamboo Tyrant
Great Tinamou
White-browed Owl
Brown-crowned Tchagra
Whitehead
Red-vented Barbet
Black-sided Robin
Chestnut-shouldered Antwren
Asian Palm Swift
Blue-eared Lory
Siau Pitta
Scaled Metaltail
Atlantic Puffin
Eye-ringed Flatbill
Yellow-footed Honeyguide
Papyrus Gonolek
Black-rumped Buttonquail
Chestnut-crowned Antpitta
Bare-cheeked Trogon
Shade Bush Warbler
Red-eared Firetail
White-browed Tit
Andaman Drongo
Grey-breasted Woodpecker
Pale-bellied Tapaculo
Straight-billed Woodcreeper
Sunda Warbler
Honeyguide Greenbul
Red-keeled Flowerpecker
White-crested Tiger Heron
Olive-flanked Ground Robin
Sao Tome Spinetail
Amsterdam Albatross
Vanuatu Imperial Pigeon
Yellow-rumped Siskin
Fiji Petrel
Snowy Egret
Black-necked Woodpecker
White-throated Swift
Mexican Hermit
Rufous-breasted Bush Robin
Rusty-bellied Shortwing
Pearled Treerunner
Eastern Wood Pewee
White-bellied Sea Eagle
Grauer's Cuckooshrike
Calabarzon Babbler
Southern Citril
Canary Islands Stonechat
Curve-billed Tinamou
Black Bittern
Grey-headed Bullfinch
Snares Snipe
Leaden Antwren
Zamboanga Bulbul
Bay Woodpecker
Dyaul Flycatcher
Rota White-eye
Sumatran Drongo
Russet-crowned Motmot
White-bellied Robin-Chat
Little Hermit
Black-and-yellow Phainoptila
Barka Indigobird
Ancient Murrelet
Bahia Tyrannulet
Spot-fronted Swift
Collared Aracari
Andean Tinamou
Huon Catbird
Slaty-capped Flycatcher
Phoenix Petrel
Arabian Warbler
Island Leaf Warbler
Lesser Violetear
Band-bellied Owl
Invisible Rail
Rufous Babbler
White-breasted Parakeet
Black-headed Tody-Flycatcher
Burmese Bushtit
Congo Bay Owl
Eastern Ground Parrot
Undulated Antpitta
Philippine Tailorbird
Tongan Whistler
Sora
Taiwan Shortwing
Powerful Owl
White-quilled Rock Pigeon
Black-spotted Bare-eye
Spot-crowned Barbet
Orange-cheeked Parrot
Mombasa Woodpecker
Squirrel Cuckoo
Eastern Rock Nuthatch
Akiapolaau
Grey-backed Fiscal
Pale-edged Flycatcher
Ruddy Foliage-gleaner
Black Vulture
Clarion Wren
Rufous-bellied Bush Tyrant
Dark-eyed Junco
Sula Scops Owl
Azure-crowned Hummingbird
Saddle-billed Stork
Cape Vulture
Long-tailed Potoo
Yellow-rumped Thornbill
White-naped Xenopsaris
Southern Bristle Tyrant
Pale-yellow Robin
Rufous-fronted Babbler
Cape Starling
Philippine Honey Buzzard
Grey-headed Spinetail
Hooded Gnateater
Siberian Grouse
Cream-breasted Fruit Dove
Hairy-breasted Barbet
Forest Canary
Purple-winged Ground Dove
Collared Whitestart
Ayres's Hawk-Eagle
Rusty Tinamou
Jerdon's Babbler
White-bellied Thicket Fantail
White-winged Triller
Red-billed Woodcreeper
Black Partridge
Flammulated Bamboo Tyrant
Moustached Puffbird
Maned Owl
White-winged Robin
Fiji Bush Warbler
Fulvous Shrike-Tanager
Antioquia Brushfinch
New Zealand King Shag
Somali Short-toed Lark
Moreno's Ground Dove
Stilt Sandpiper
Rufous-throated Fulvetta
Santarem Parakeet
Fernando Po Speirops
Great Iora
Yellow-breasted Racket-tail
Mouse-colored Antshrike
Sunda Minivet
Zimmer's Tody-Tyrant
Chestnut-breasted Chlorophonia
Common Ringed Plover
Green Oropendola
Plain-breasted Ground Dove
North Solomons Dwarf Kingfisher
Grey Monjita
Obscure Berrypecker
Pied Goshawk
Greater Adjutant
Black-bellied Thorntail
Hawfinch
Soft-plumaged Petrel
Blue-throated Piping Guan
Ovambo Sparrowhawk
Sulawesi Bush Warbler
Curl-crested Manucode
Striated Yuhina
White-gaped Honeyeater
Madagascar Pratincole
Marble-faced Bristle Tyrant
Sulphur-billed Nuthatch
Rufous Owl
Vermilion Flycatcher
Duida Grass Finch
Rufous-headed Robin
Indian Pied Myna
Manchurian Reed Warbler
Cuckoo-finch
Yellow-faced Flameback
Gorgeted Woodstar
Shelley's Sparrow
Yellow-throated Bunting
Moluccan Owlet-nightjar
Sharpe's Rosefinch
Southern Hill Myna
Northern Hawk-Owl
Ruby-throated Bulbul
Prothonotary Warbler
Makira Leaf Warbler
Cape Verde Shearwater
Grey-collared Becard
Swinhoe's Minivet
Whistling Kite
European Pied Flycatcher
Plain-tailed Warbling Finch
Plain Pigeon
Coppery Metaltail
Superb Sunbird
Maranon Spinetail
Red-breasted Pygmy Parrot
Small-billed Elaenia
Black-capped Bulbul
Jamaican Crow
Slaty-headed Tody-Flycatcher
Great Black Hawk
Least Nighthawk
MacKinlay's Cuckoo-Dove
Common Pochard
Black Crake
Booted Eagle
Tropical Scrubwren
Lafresnaye's Vanga
Bearded Woodpecker
Black Tinamou
Sunda Thrush
White-winged Swallow
Rusty-tinged Antpitta
White-throated Daggerbill
Western Bristlebird
Pectoral Sparrow
Malagasy Pond Heron
Black-crowned Fulvetta
Spanish Imperial Eagle
Painted Finch
Slaty-tailed Trogon
Common Kingfisher
Spectacled Parrotlet
Grey-collared Oriole
Moustached Warbler
Rusty-winged Barbtail
Chestnut Woodpecker
Checker-throated Woodpecker
Isthmian Wren
Black-headed Gonolek
Black-shouldered Nightjar
Brown-headed Gull
Rüppell's Warbler
White-browed Crake
Ocellated Antbird
White-tailed Tyrannulet
Red Siskin
Golden-tailed Woodpecker
Whiskered Pitta
Beesley's Lark
Chinese Monal
Black Bulbul
Oahu Amakihi
Little Pied Cormorant
Silverbird
White-tailed Kite
Chestnut-colored Woodpecker
Cabanis's Spinetail
Plain-backed Pipit
Cinnamon-faced Tyrannulet
Meyer's Goshawk
Capped Heron
Buff-throated Apalis
Barbados Bullfinch
Hoffmanns's Woodcreeper
Visayan Fantail
Patagonian Tinamou
Royal Cinclodes
Spotted Owl
Powerful Woodpecker
White-plumed Antbird
Masked Duck
Louisiana Waterthrush
Red-vented Cockatoo
Maroon-bellied Parakeet
Salmon-crested Cockatoo
Western Alpine Mannikin
Spotted Tody-Flycatcher
Buff-spotted Woodpecker
Elegant Crescentchest
Great Rosefinch
Yellow-headed Manakin
Spotless Crake
Purple-throated Fruitcrow
Karoo Korhaan
Goldenface
Streaked Wren-Babbler
Plain-backed Antpitta
Icterine Warbler
Crescent-caped Lophorina
Rubeho Forest Partridge
Blue-billed Duck
Cherry-throated Tanager
Brown Quail
Black-whiskered Vireo
Lesser Cuckooshrike
Vigors's Sunbird
Black Dwarf Hornbill
White-flanked Antwren
Zigzag Heron
White-spotted Woodpecker
Swainson's Warbler
North Island Piopio
Bare-eyed Thrush
Clark's Nutcracker
Yellow-billed Stork
Equatorial Antpitta
Western Reef Heron
Sichuan Leaf Warbler
Grey-fronted Quail-Dove
Tepui Vireo
Mexican Woodnymph
Baja Pygmy Owl
Biak Lorikeet
Luzon Striped Babbler
Golden Palm Weaver
Green-bellied Hummingbird
Grey-bellied Cuckoo
Olive Sparrow
Lava Gull
Monk Parakeet
Plain Bush-hen
Canada Jay
African Openbill
Lesser Vasa Parrot
Ridgway's Rail
Mourning Sierra Finch
Rufous Nightjar
Tagula Butcherbird
Great Shrike-Tyrant
Mexican Jay
Ural Owl
Anjouan Sunbird
Tricolored Blackbird
Blue-cheeked Flowerpecker
Scaled Dove
Rivoli's Hummingbird
Palm Tanager
Orange-cheeked Waxbill
Rusty-winged Starling
Bronze-tailed Thornbill
Spotted Wood Quail
Long-billed Spiderhunter
Shrike-like Tanager
Anianiau
Zenker's Honeyguide
Philippine Trogon
Rufous Piculet
Green Shrike-babbler
Western Bluebird
Biak Leaf Warbler
Philippine Falconet
Chestnut-backed Buttonquail
Silver-breasted Broadbill
Little Shearwater
Blaze-winged Parakeet
Pearly-vented Tody-Tyrant
Fasciated Tiger Heron
Gillett's Lark
Streak-fronted Thornbird
Spotted Puffbird
Subdesert Brush Warbler
Cassin's Finch
Tawny Eagle
Roll's Partridge
Reeves's Pheasant
Highland Rush Warbler
Crested Oropendola
Andean Goose
Choco Tinamou
Western Corella
Yellow-eyed Bristlebill
Dusky Crested Flycatcher
Papuan Dwarf Kingfisher
White-bellied Chachalaca
Yellow-browed Antbird
Cambodian Tailorbird
Siberian Accentor
Shining Sunbird
Short-billed Miner
Slaty Becard
Papuan Babbler
Fiji Goshawk
Black-billed Sicklebill
White-browed Nuthatch
Yellow-bellied Warbler
Buffy Tuftedcheek
Caatinga Antwren
Azara's Spinetail
Ash-breasted Tit-Tyrant
Silver-backed Needletail
Scale-throated Earthcreeper
Isabelline Bush-hen
Acre Antshrike
White-necked Crow
Corsican Finch
Scarlet Flycatcher
Glaucous Tanager
Red-capped Crombec
Sunda Owlet
White-fronted Tyrannulet
Moluccan Megapode
Lazy Cisticola
Lineated Barbet
Berlepsch's Tinamou
American Black Swift
White-browed Fulvetta
Red-faced Guan
Chatham Petrel
Whitehead's Broadbill
Frill-necked Monarch
Pale White-eye
Darwin's Nothura
Black-throated Green Warbler
Bicolored Conebill
Ivory-billed Woodpecker
Buff-headed Coucal
Balearic Warbler
Long-billed Honeyeater
Black-crowned Night Heron
Grosbeak Starling
American Dipper
Yellow Chat
Gull-billed Tern
Northern Slaty Antshrike
Laysan Albatross
Swamp Sparrow
Crimson-collared Tanager
Agulhas Long-billed Lark
Brown Gerygone
Turquoise-fronted Amazon
Yellow-throated Hanging Parrot
Veracruz Wren
Mayotte White-eye
White-winged Tern
Scarlet-bellied Mountain Tanager
Purple Cochoa
Calayan Rail
White Cockatoo
Short-tailed Hawk
Greater Short-toed Lark
Forest Robin
Yellow-backed Oriole
Eyrean Grasswren
Variable Antshrike
African Reed Warbler
Yellow-legged Buttonquail
Omao
Scarlet-breasted Fruit Dove
St. Lucia Warbler
Bamboo Woodpecker
Forest Thrush
Russet-tailed Thrush
Crowned Woodnymph
Piping Hornbill
Scarlet-thighed Dacnis
Ochre-naped Ground Tyrant
Andean Cock-of-the-rock
Halmahera Boobook
Spectacled Imperial Pigeon
Dolphin Gull
Wedge-tailed Jery
Slaty Gnateater
Meek's Pygmy Parrot
Swamp Grass Babbler
Pere David's Tit
African Golden Oriole
Guianan Toucanet
Rufous Cisticola
Yellow-bellied Sunbird-Asity
Banded Antbird
White-rumped Cuckooshrike
White-winged Shrike-Tanager
Striped Woodpecker
Little Wattlebird
Pringle's Puffback
White-collared Manakin
Nyanza Swift
Crested Doradito
Tapajos Antpitta
Short-toed Coucal
Ayeyarwady Bulbul
Black Crowned Crane
White-browed Bush Chat
Blue Bunting
Snow Petrel
Grey-headed Oliveback
Striated Grasswren
Large-billed Lark
Reichard's Seedeater
Grey-breasted Babbler
Aldabra White-eye
Blue-throated Sapphire
Slender-billed Vulture
Letitia's Thorntail
Scimitar-billed Woodcreeper
Regal Sunbird
Rufous-bellied Niltava
Striated Wren-Babbler
Harris's Sparrow
Long-crested Myna
Flame-breasted Fruit Dove
Golden-crowned Tanager
Plum-faced Lorikeet
Pallid Cuckoo
Spectacled Parrotbill
Grey-cheeked Tit-Babbler
Yellow-lored Tody-Flycatcher
Yellow-tufted Woodpecker
Beautiful Firetail
Monteiro's Storm Petrel
Black-collared Starling
Major Mitchell's Cockatoo
Grey-backed Hawk
Yucatan Nightjar
Dark-backed Wood Quail
Slaty-crowned Antpitta
Scaly Ground Roller
Pink-throated Becard
Pied Wheatear
Black-chinned Whistler
Holub's Golden Weaver
Cassin's Honeybird
Tui
Blue-faced Rail
Spangle-cheeked Tanager
Red-crowned Barbet
Singing Honeyeater
Hepatic Tanager
Cinereous Owl
Northern Flicker
Cream-colored Woodpecker
Cretzschmar's Bunting
Copper Sunbird
White-tufted Grebe
Malayan Banded Pitta
Bocage's Bushshrike
Parrot Crossbill
Hume's Bush Warbler
Pink Pigeon
Grey-headed Bristlebill
Ahanta Spurfowl
Neotropical Palm Swift
Purple-chested Hummingbird
Giant Kingfisher
Kuhl's Lorikeet
Chestnut-capped Thrush
Pangani Longclaw
Black-faced Tanager
Chestnut-backed Jewel-babbler
Orange-billed Lorikeet
Double-banded Pygmy Tyrant
Panamanian Tyrannulet
Nahan's Partridge
Foxy Lark
Northern Cassowary
Pacific-slope Flycatcher
White-breasted Cormorant
Audouin's Gull
Rufous-crowned Elaenia
Brown-chested Jungle Flycatcher
Blue-winged Pitta
Pallas's Sandgrouse
Little Bunting
Parker's Spinetail
Ferruginous Pygmy Owl
Common Tern
Pel's Fishing Owl
Madagascar Yellowbrow
Slaty Tanager
Broad-billed Sandpiper
Seychelles Warbler
Greyish Piculet
European Roller
Wetar Oriole
White-naped Jay
White-winged Warbler
Indian Stone-curlew
Broad-billed Flycatcher
Blunt-winged Warbler
Varied Lorikeet
White-throated Shrike-Tanager
Greater Bird-of-paradise
Tongan Megapode
Taiwan Barwing
Hooded Tanager
Noisy Scrubbird
Spot-backed Antshrike
White-rumped Swiftlet
Enggano Scops Owl
Barred Owl
Western Striolated Puffbird
Ocellated Quail
Kawall's Amazon
Dunn's Lark
Pallas's Fish Eagle
Brown-cheeked Bulbul
Indochinese Barbet
Vanuatu White-eye
Moheli Scops Owl
Black-lored Yellowthroat
Andaman Green Pigeon
Black-backed Water Tyrant
Rufous-tailed Tyrant
Golden Greenbul
Grand Cayman Thrush
Dartford Warbler
Blue-winged Warbler
Black-billed Wood Dove
American Woodcock
Red-throated Parakeet
White-bellied Parrot
Usambara Weaver
Drongo Fantail
Socotra Buzzard
Black-throated Magpie-Jay
Abyssinian Owl
Black-banded Woodcreeper
Green-backed Sparrow
Syrian Serin
Manchurian Bush Warbler
Kurrichane Thrush
Eastern Crested Berrypecker
Star Finch
Malayan Laughingthrush
Yellow-throated Tinkerbird
Olive Tanager
Rusty-margined Guan
Least Sandpiper
Chestnut-belted Gnateater
Hildebrandt's Spurfowl
Rufous Flycatcher
Kloss's Leaf Warbler
Marcapata Spinetail
Dusky-headed Brushfinch
Drab Whistler
European Stonechat
Chestnut Thrush
Ashy Starling
Kikuyu White-eye
